SchoolName,EmployedBarPassageRequiredFTLT,EmployedBarPassageRequiredFTST,EmployedBarPassageRequiredPTLT,EmployedBarPassageRequiredPTST,EmployedBarPassageRequiredNumber,EmployedJDAdvantageFTLT,EmployedJDAdvantageFTST,EmployedJDAdvantagePTLT,EmployedJDAdvantagePTST,EmployedJDAdvantageNumber,EmployedProfessionPositionFTLT,EmployedProfessionPositionFTST,EmployedProfessionPositionPTLT,EmployedProfessionPositionPTST,EmployedProfessionPositionNumber,EmployedNonProfessionPositionFTLT,EmployedNonProfessionPositionFTST,EmployedNonProfessionPositionPTLT,EmployedNonProfessionPositionPTST,EmployedNonProfessionPositionNumber,EmployedUndeterminableFTLT,EmployedUndeterminableFTST,EmployedUndeterminablePTLT,EmployedUndeterminablePTST,EmployedUndeterminableNumber,EmployedPursuingGraduateDegreeNumber,UnEmployedStartDateDeferredNumber,UnEmployedNotSeekingNumber,UnEmployedSeekingNumber,EmploymentStatusUnknownNumber,TotalGraduatesNumber,Funded_BarPassgeFullTimeLongTerm,Funded_BarPassgeFullTimeShortTerm,Funded_BarPassgePartTimeLongTerm,Funded_BarPassgePartTimeShortTerm,Funded_BarPassgeTotalEmployed,Funded_JDAdvantageFullTimeLongTerm,Funded_JDAdvantageFullTimeShortTerm,Funded_JDAdvantagePartTimeLongTerm,Funded_JDAdvantagePartTimeShortTerm,Funded_JDAdvantageTotalEmployed,Funded_ProfessionFullTimeLongTerm,Funded_ProfessionFullTimeShortTerm,Funded_ProfessionPartTimeLongTerm,Funded_ProfessionPartTimeShortTerm,Funded_ProfessionTotalEmployed,Funded_NonProfessionFullTimeLongTerm,Funded_NonProfessionFullTimeShortTerm,Funded_NonProfessionPartTimeLongTerm,Funded_NonProfessionPartTimeShortTerm,Funded_NonProfessionTotalEmployed,Funded_TotFullTimeLongTerm,Funded_TotFullTimeShortTerm,Funded_TotPartTimeLongTerm,Funded_TotPartTimeShortTerm,Funded_TotTotalEmployed,Solo-FTLT,Solo-FTST,Solo-PTLT,Solo-PTST,Solo,2-10-FTLT,2-10-FTST,2-10-PTLT,2-10-PTST,2-10,11-25-FTLT,11-25-FTST,11-25-PTLT,11-25-PTST,11-25,26-50-FTLT,26-50-FTST,26-50-PTLT,26-50-PTST,26-50,51-100-FTLT,51-100-FTST,51-100-PTLT,51-100-PTST,51-100,101-250-FTLT,101-250-FTST,101-250-PTLT,101-250-PTST,101-250,251-500-FTLT,251-500-FTST,251-500-PTLT,251-500-PTST,251-500,501-FTLT,501-FTST,501-PTLT,501-PTST,501-PLUS,Unknown-FTLT,Unknown-FTST,Unknown-PTLT,Unknown-PTST,Unknown,BusinessIndustry-FTLT,BusinessIndustry-FTST,BusinessIndustry-PTLT,BusinessIndustry-PTST,BusinessIndustry,Government-FTLT,Government-FTST,Government-PTLT,Government-PTST,Government,PublicInterest-FTLT,PublicInterest-FTST,PublicInterest-PTLT,PublicInterest-PTST,PublicInterest,Federal-FTLT,Federal-FTST,Federal-PTLT,Federal-PTST,Federal,StateLocal-FTLT,StateLocal-FTST,StateLocal-PTLT,StateLocal-PTST,StateLocal,Other-FTLT,Other-FTST,Other-PTLT,Other-PTST,Other,Academia-FTLT,Academia-FTST,Academia-PTLT,Academia-PTST,Academia,UnknownEmployerType-FTLT,UnknownEmployerType-FTST,UnknownEmployerType-PTLT,UnknownEmployerType-PTST,UnknownEmployerType,Total-FTLT,Total-FTST,Total-PTLT,Total-PTST,Total,FirstLargestEmployment,FirstLargestEmploymentNumber,SecondLargestEmployment,SecondLargestEmploymentNumber,ThirdLargestEmployment,ThirdLargestEmploymentNumber,EmployedInForeignCountries
HOFSTRA UNIVERSITY,183,1,7,7,198,42,1,1,14,58,2,0,0,2,4,1,1,0,1,3,0,0,0,0,0,4,3,2,20,25,317,3,0,0,1,4,1,0,0,7,8,0,0,0,0,0,0,0,0,0,0,4,0,0,8,12,2,0,0,0,2,63,0,2,3,68,15,0,0,0,15,9,0,0,0,9,11,0,0,1,12,5,0,0,0,5,2,0,0,0,2,6,0,0,0,6,18,1,3,3,25,43,1,2,6,52,26,1,0,2,29,17,0,0,2,19,3,0,0,0,3,5,0,0,0,5,0,0,0,0,0,1,0,0,6,7,2,0,1,1,4,228,3,8,24,263,New York,221,New Jersey,9,California,5,1
"HOUSTON, UNIVERSITY OF",170,3,3,0,176,44,0,8,0,52,2,0,0,0,2,1,0,1,0,2,0,0,0,0,0,4,1,0,18,1,256,3,1,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,5,9,0,1,0,10,52,1,4,0,57,21,0,1,0,22,8,0,0,0,8,6,0,0,0,6,10,0,0,0,10,14,0,0,0,14,18,0,0,0,18,0,0,0,0,0,46,0,2,0,48,19,2,2,0,23,6,0,0,0,6,4,0,0,0,4,1,0,1,0,2,0,0,0,0,0,3,0,1,0,4,0,0,0,0,0,217,3,12,0,232,Texas,215,Virginia,4,California,3,1
HOWARD UNIVERSITY,63,7,0,0,70,12,1,0,0,13,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,2,12,2,113,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,20,0,0,0,20,0,0,0,0,0,13,6,0,0,19,20,2,0,0,22,10,0,0,0,10,3,0,0,0,3,13,0,0,0,13,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,88,8,0,0,96,District Of Columbia,39,New York,14,Maryland,7,0
"IDAHO, UNIVERSITY OF",84,0,2,1,87,9,2,0,0,11,4,0,0,2,6,3,2,0,0,5,2,0,0,0,2,2,2,5,3,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,30,0,2,1,33,3,0,0,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2,11,3,0,0,14,16,1,0,0,17,7,0,0,0,7,0,0,0,0,0,21,0,0,0,21,0,0,0,0,0,2,0,0,2,4,2,0,0,0,2,102,4,2,3,111,Idaho,64,Washington,23,Nevada,4,1
"ILLINOIS, UNIVERSITY OF",134,4,0,2,140,18,1,2,2,23,2,0,0,0,2,2,0,1,0,3,0,0,0,0,0,3,0,0,11,3,185,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,0,0,18,0,1,3,22,9,0,0,1,10,6,0,0,0,6,5,0,0,0,5,6,1,0,0,7,11,0,0,0,11,29,0,0,0,29,2,0,0,0,2,20,1,1,0,22,26,2,0,0,28,4,0,0,0,4,7,0,0,0,7,6,1,0,0,7,0,0,0,0,0,7,0,1,0,8,0,0,0,0,0,156,5,3,4,168,Illinois,103,California,6,Maryland,6,4
INDIANA UNIVERSITY - BLOOMINGTON,146,1,1,3,151,37,1,5,2,45,2,0,0,0,2,1,0,1,1,3,0,0,0,0,0,3,2,1,12,3,222,2,0,0,2,4,3,0,2,2,7,0,0,0,0,0,0,0,0,0,0,5,0,2,4,11,3,0,1,0,4,30,0,1,0,31,7,0,0,0,7,7,0,0,0,7,2,0,0,0,2,9,0,0,0,9,9,0,0,0,9,19,0,0,0,19,4,0,0,1,5,31,0,1,1,33,33,1,0,1,35,12,1,1,1,15,5,0,0,0,5,9,0,0,0,9,0,0,0,0,0,6,0,3,2,11,0,0,0,0,0,186,2,7,6,201,Indiana,67,Illinois,27,California,12,3
INDIANA UNIVERSITY - INDIANAPOLIS,171,6,2,1,180,39,2,1,3,45,12,0,2,1,15,1,1,2,0,4,0,0,0,0,0,4,0,6,16,9,279,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,4,56,1,1,0,58,18,1,0,0,19,9,0,0,0,9,5,0,0,0,5,6,0,0,0,6,8,0,0,0,8,8,1,0,0,9,1,0,0,0,1,46,3,4,1,54,49,1,2,2,54,4,2,0,1,7,0,0,0,0,0,5,0,0,1,6,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,223,9,7,5,244,Indiana,212,Florida,5,Michigan,4,3
INTER AMERICAN UNIVERSITY OF PUERTO RICO,24,22,0,14,60,9,7,3,5,24,53,8,4,1,66,2,1,1,0,4,0,0,0,0,0,1,2,25,30,4,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,10,21,13,11,1,6,31,2,1,1,0,4,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,7,6,0,48,26,5,0,1,32,1,3,0,2,6,0,0,0,0,0,0,3,0,0,3,1,0,0,0,0,4,0,0,1,5,0,0,0,0,0,88,38,8,20,154,Puerto Rico,144,New York,2,Texas,2,1
"IOWA, UNIVERSITY OF",137,1,1,0,139,16,2,3,1,22,3,1,1,1,6,0,0,0,1,1,0,0,0,0,0,4,1,0,3,0,176,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,1,0,0,0,1,30,0,1,0,31,12,0,0,0,12,6,0,0,0,6,8,0,0,0,8,12,0,0,0,12,4,0,0,0,4,11,0,0,0,11,0,0,0,0,0,25,2,3,1,31,14,0,0,0,14,8,2,0,0,10,6,0,0,0,6,14,0,0,0,14,0,0,0,0,0,5,0,1,1,7,0,0,0,1,1,156,4,5,3,168,Iowa,72,Illinois,19,California,11,3
JOHN MARSHALL LAW SCHOOL,237,11,18,3,269,55,2,10,3,70,10,0,3,1,14,4,0,4,1,9,0,0,0,0,0,6,4,4,29,14,419,2,0,0,1,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,3,5,6,0,1,0,7,106,1,18,3,128,28,0,0,0,28,17,0,1,0,18,11,0,0,0,11,5,0,0,0,5,3,0,0,0,3,11,0,1,0,12,0,1,0,0,1,56,10,9,2,77,48,0,2,1,51,5,1,1,1,8,2,0,0,0,2,6,0,0,0,6,0,0,0,0,0,2,0,2,1,5,0,0,0,0,0,306,13,35,8,362,Illinois,317,Indiana,6,California,4,3
"KANSAS, UNIVERSITY OF",80,2,2,1,85,15,2,0,0,17,3,0,0,1,4,0,0,2,1,3,0,0,0,0,0,0,0,0,10,0,119,0,0,0,0,0,3,0,0,0,3,0,0,0,1,1,0,0,0,0,0,3,0,0,1,4,2,0,0,0,2,18,2,1,0,21,9,0,0,0,9,5,0,0,0,5,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,8,0,0,0,8,0,0,0,0,0,17,2,1,1,21,22,0,2,0,24,4,0,0,0,4,4,0,0,1,5,3,0,0,0,3,0,0,0,0,0,4,0,0,1,5,0,0,0,0,0,98,4,4,3,109,Kansas,65,Missouri,22,Colorado,4,0
"KENTUCKY, UNIVERSITY OF",100,0,0,0,100,10,0,0,0,10,2,0,0,0,2,0,2,0,0,2,0,0,0,0,0,3,0,5,2,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,31,0,0,0,31,8,0,0,0,8,9,0,0,0,9,1,0,0,0,1,6,0,0,0,6,3,0,0,0,3,2,0,0,0,2,0,0,0,0,0,10,2,0,0,12,14,0,0,0,14,2,0,0,0,2,10,0,0,0,10,14,0,0,0,14,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,112,2,0,0,114,Kentucky,91,District Of Columbia,4,Ohio,3,0
LEWIS AND CLARK COLLEGE,123,11,1,4,139,27,2,2,3,34,11,1,2,0,14,0,0,2,1,3,0,0,0,0,0,5,0,6,30,3,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,4,36,3,2,2,43,11,0,0,1,12,3,0,0,0,3,3,0,0,0,3,4,0,0,1,5,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,26,3,4,1,34,28,5,0,0,33,14,1,0,2,17,6,1,0,0,7,24,1,0,0,25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,161,14,7,8,190,Oregon,123,Washington,15,California,10,0
LIBERTY UNIVERSITY,36,0,2,0,38,7,0,0,0,7,6,0,1,1,8,2,0,0,0,2,0,0,0,0,0,0,3,1,15,2,76,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2,4,0,1,0,5,21,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,11,11,0,0,0,11,2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,51,0,3,1,55,Virginia,26,Florida,4,Texas,3,1
LINCOLN MEMORIAL,30,0,0,0,30,1,0,0,0,1,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,19,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,43,Tennessee,42,Florida,1,Texas,3,0
LOUISIANA STATE UNIVERSITY,165,0,3,1,169,22,0,0,0,22,14,0,0,0,14,3,0,1,0,4,0,0,0,0,0,7,0,1,6,5,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,48,0,2,1,51,10,0,0,0,10,16,0,0,0,16,4,0,0,0,4,7,0,0,0,7,4,0,0,0,4,4,0,0,0,4,0,0,0,0,0,31,0,1,0,32,23,0,0,0,23,11,0,0,0,11,7,0,0,0,7,24,0,0,0,24,0,0,0,0,0,6,0,1,0,7,0,0,0,0,0,204,0,4,1,209,Louisiana,139,Texas,33,Georgia,6,0
"LOUISVILLE, UNIVERSITY OF",74,1,2,0,77,16,1,1,1,19,3,0,1,1,5,1,0,1,0,2,0,0,0,0,0,0,1,1,6,1,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,4,27,0,0,0,27,4,0,0,0,4,4,0,0,0,4,2,0,0,0,2,2,0,0,0,2,4,0,0,0,4,2,0,0,0,2,0,0,0,0,0,18,2,3,1,24,15,0,1,0,16,4,0,0,1,5,2,0,0,0,2,5,0,0,0,5,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,94,2,5,2,103,Kentucky,84,Georgia,3,Indiana,3,0
LOYOLA MARYMOUNT UNIVERSITY-LOS ANGELES,240,8,6,3,257,41,5,4,7,57,4,0,1,0,5,0,0,1,1,2,0,0,0,0,0,3,5,8,58,1,396,9,0,0,2,11,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,0,0,3,13,3,0,0,0,3,86,5,7,6,104,31,2,0,0,33,14,0,1,0,15,8,0,0,0,8,9,0,0,0,9,7,0,0,0,7,36,0,0,0,36,0,0,0,1,1,45,4,4,1,54,13,1,0,1,15,20,1,0,1,22,9,0,0,0,9,4,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,285,13,12,11,321,California,300,New York,4,Florida,2,4
LOYOLA UNIVERSITY-CHICAGO,146,9,3,7,165,42,4,3,6,55,7,0,0,5,12,1,0,1,0,2,0,0,0,0,0,2,2,3,16,5,262,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,1,0,3,45,4,0,8,57,7,0,2,0,9,7,0,0,0,7,7,0,0,0,7,6,0,1,0,7,8,0,0,0,8,14,1,0,1,16,0,0,0,0,0,45,6,3,2,56,28,2,0,2,32,13,0,0,2,15,2,0,0,0,2,11,0,0,0,11,0,0,0,0,0,1,0,0,3,4,0,0,0,0,0,196,13,7,18,234,Illinois,160,Michigan,6,California,5,0
LOYOLA UNIVERSITY-NEW ORLEANS,115,2,2,4,123,16,2,6,3,27,14,0,0,1,15,1,1,1,3,6,0,0,0,0,0,4,0,7,35,1,218,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,0,0,0,8,46,1,4,2,53,15,0,1,0,16,7,0,0,0,7,6,0,0,0,6,1,0,0,0,1,3,0,0,0,3,1,0,0,0,1,0,0,0,0,0,23,3,1,7,34,18,1,1,1,21,5,0,1,1,7,6,0,1,0,7,6,0,0,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,146,5,9,11,171,Louisiana,125,Texas,11,Florida,7,6
"MAINE, UNIVERSITY OF",48,0,1,0,49,19,0,0,0,19,5,1,0,1,7,0,1,0,0,1,0,0,0,0,0,5,1,1,12,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,24,0,0,0,24,1,0,0,0,1,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,13,10,0,1,0,11,4,1,0,1,6,4,0,0,0,4,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2,1,1,76,Maine,56,District Of Columbia,4,Massachusetts,4,1
MARQUETTE UNIVERSITY,110,1,8,3,122,33,7,2,0,42,10,1,0,0,11,3,0,0,0,3,0,0,0,0,0,3,0,0,21,12,214,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,2,0,7,38,1,3,2,44,14,1,0,0,15,4,0,0,0,4,1,0,0,0,1,9,6,0,0,15,7,0,0,0,7,6,0,0,0,6,0,0,0,0,0,39,1,1,0,41,19,0,3,0,22,5,0,1,0,6,6,0,0,0,6,1,0,0,0,1,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,156,9,10,3,178,Wisconsin,137,Illinois,11,Minnesota,6,2
"MARYLAND, UNIVERSITY OF",170,6,2,7,185,53,4,2,4,63,16,2,1,0,19,0,0,0,1,1,0,0,0,0,0,2,1,1,24,0,296,1,0,0,4,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,4,6,0,0,0,0,0,38,1,2,1,42,11,0,0,0,11,5,0,0,0,5,1,0,0,1,2,8,0,0,0,8,4,0,0,0,4,8,0,0,0,8,1,0,0,0,1,38,5,2,4,49,52,5,0,1,58,8,0,1,3,12,8,0,0,0,8,50,1,0,0,51,0,0,0,0,0,7,0,0,2,9,0,0,0,0,0,239,12,5,12,268,Maryland,186,District Of Columbia,26,Virginia,12,2
MCGEORGE SCHOOL OF LAW,85,1,2,1,89,26,6,7,2,41,7,0,2,0,9,0,1,1,0,2,0,0,0,0,0,1,5,2,35,3,187,1,0,0,0,1,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,1,2,0,1,4,5,0,0,0,5,26,0,3,2,31,18,0,1,0,19,4,0,0,0,4,3,0,0,0,3,4,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,17,2,3,0,22,29,2,0,0,31,5,2,2,0,9,2,0,1,0,3,1,0,0,0,1,0,0,0,0,0,3,1,1,1,6,0,1,0,0,1,118,8,12,3,141,California,127,Nevada,4,New York,2,2
"MEMPHIS, UNIVERSITY OF",75,1,1,2,79,6,1,1,1,9,7,1,0,1,9,4,1,2,1,8,0,0,0,0,0,2,1,3,20,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,32,0,0,2,34,3,1,0,0,4,4,0,0,0,4,3,0,0,0,3,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0,0,2,13,3,2,1,19,11,0,1,2,14,0,0,1,0,1,5,0,0,0,5,5,0,0,0,5,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,92,4,4,5,105,Tennessee,74,Arkansas,3,Texas,2,1
MERCER UNIVERSITY,98,2,2,3,105,8,2,0,1,11,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,4,2,3,14,1,143,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2,36,2,2,4,44,9,0,0,0,9,7,0,0,0,7,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,4,1,0,0,5,23,1,0,0,24,1,0,0,0,1,5,0,0,0,5,14,0,0,0,14,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,109,4,2,4,119,Georgia,107,Florida,3,District of Columbia,1,0
"MIAMI, UNIVERSITY OF",288,2,3,2,295,44,6,2,1,53,11,0,0,0,11,2,0,0,1,3,0,0,0,0,0,9,0,10,22,15,418,3,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,4,6,0,0,0,6,106,1,3,2,112,37,1,0,0,38,12,1,0,0,13,13,0,0,0,13,12,0,0,0,12,5,0,0,0,5,24,1,0,0,25,0,0,0,0,0,55,4,2,1,62,47,0,0,0,47,12,0,0,0,12,1,0,0,0,1,10,0,0,0,10,0,0,0,0,0,5,0,0,1,6,0,0,0,0,0,345,8,5,4,362,Florida,272,New York,15,District of Columbia,14,4
MICHIGAN STATE UNIVERSITY,155,41,2,1,199,64,28,7,2,101,11,1,1,0,13,4,0,2,0,6,0,0,0,0,0,7,1,1,2,1,331,2,36,0,1,39,1,18,0,0,19,0,0,0,0,0,0,0,0,0,0,3,54,0,1,58,7,0,0,0,7,37,2,3,0,42,16,0,0,0,16,11,0,0,0,11,11,1,0,0,12,11,0,0,0,11,6,0,0,0,6,6,0,0,0,6,0,0,2,0,2,68,9,3,0,80,31,10,1,2,44,9,30,2,0,41,1,1,0,0,2,17,0,0,0,17,0,0,0,0,0,3,17,0,1,21,0,0,1,0,1,234,70,12,3,319,Michigan,164,New York,14,Texas,14,10
"MICHIGAN, UNIVERSITY OF",352,6,1,1,360,12,0,0,0,12,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,6,1,3,6,0,390,33,5,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,33,5,1,0,39,0,0,0,0,0,8,0,0,0,8,9,0,0,0,9,2,0,0,0,2,8,0,0,0,8,14,0,0,0,14,21,0,0,0,21,134,0,0,0,134,1,0,0,1,2,16,0,1,0,17,43,1,0,0,44,39,2,1,0,42,41,0,0,0,41,27,1,0,0,28,0,1,0,0,0,1,1,1,0,3,0,0,0,0,0,364,6,3,1,374,New York,74,Illinois,56,District of Columbia,47,10
"MINNESOTA, UNIVERSITY OF",197,15,1,4,217,14,1,0,0,15,3,0,0,0,3,0,0,1,0,1,0,0,0,0,0,5,0,3,15,0,259,6,9,0,0,15,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,10,0,0,16,2,0,0,0,2,28,0,0,2,30,17,1,0,0,18,8,0,0,0,8,5,0,0,0,5,13,0,0,0,13,9,1,0,0,10,19,0,0,0,19,0,0,0,0,0,18,4,2,0,24,27,4,0,1,32,13,5,0,0,18,11,0,0,1,12,42,0,0,0,42,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,214,16,2,4,236,Minnesota,142,California,13,District Of Columbia,9,5
MISSISSIPPI COLLEGE,93,1,2,0,96,15,1,2,2,20,4,0,1,0,5,5,0,0,0,5,0,0,0,0,0,8,2,1,34,4,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,49,0,3,1,53,4,0,0,0,4,1,0,0,0,1,3,0,0,0,3,3,0,0,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,18,2,0,0,20,9,0,2,1,12,2,0,0,0,2,4,0,0,0,4,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,2,5,2,126,Mississippi,57,Louisiana,15,Texas,12,0
"MISSISSIPPI, UNIVERSITY OF",99,3,1,1,104,23,2,0,1,26,9,1,0,0,10,1,1,1,1,4,0,0,0,0,0,7,0,1,21,6,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,51,2,1,1,55,5,0,0,0,5,7,0,0,0,7,1,0,0,0,1,2,0,0,0,2,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,2,1,1,19,18,3,0,0,21,7,0,0,0,7,7,0,0,0,7,4,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,1,1,132,7,2,3,144,Mississippi,76,Alabama,13,Tennessee,9,0
"MISSOURI, UNIVERSITY OF",89,0,0,2,91,20,0,1,2,23,3,0,0,0,3,0,0,1,0,1,0,0,0,0,0,2,1,0,11,3,135,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,0,2,27,0,0,1,28,4,0,0,0,4,3,0,0,0,3,1,0,0,0,1,7,0,0,0,7,0,0,0,0,0,7,0,0,0,7,1,0,0,0,1,22,0,1,2,25,21,0,1,0,22,4,0,0,0,4,5,0,0,0,5,6,0,0,0,6,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,112,0,2,4,118,Missouri,94,Illinois,5,Texas,5,0
"MISSOURI-KANSAS CITY, UNIVERSITY OF",92,0,1,1,94,12,14,0,0,26,1,1,2,0,4,2,0,2,0,4,0,0,0,0,0,2,0,1,12,0,143,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,2,6,0,0,0,6,27,0,1,0,28,15,0,0,0,15,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,4,0,0,0,4,1,0,0,0,1,0,0,0,0,0,17,14,4,0,35,17,0,0,0,17,2,0,0,0,2,2,0,0,0,2,12,0,0,0,12,0,0,0,0,0,1,1,0,1,3,0,0,0,0,0,107,15,5,1,128,Missouri,89,Kansas,32,Colorado,3,0
"MONTANA, UNIVERSITY OF",54,0,3,1,58,6,1,0,0,7,1,0,0,1,2,1,1,0,0,2,0,0,0,0,0,2,0,1,8,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,21,0,2,1,24,3,0,0,0,3,1,0,0,0,1,0,0,0,0,0,4,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,6,6,0,1,0,7,5,0,0,0,5,6,0,0,0,6,9,0,0,0,9,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,62,2,3,2,69,Montana,55,Wyoming,3,Washington,2,0
"NEBRASKA, UNIVERSITY OF",86,2,1,1,90,16,0,0,0,16,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,7,1,117,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,0,0,0,8,33,1,0,0,34,7,0,0,0,7,3,0,0,0,3,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,16,0,0,0,16,14,0,1,1,16,4,0,0,0,4,3,0,0,0,3,5,0,0,0,5,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,102,2,2,1,107,Nebraska,78,Colorado,4,Iowa,4,1
